"","market","country","property_type","room_type","bed_type","minimum_nights","maximum_nights","cancellation_policy","number_of_reviews","bedrooms","beds","accommodates","price","security_deposit","bathrooms","cleaning_fee","guests_included","extra_people","reviews_per_month","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","review_scores_rating","host_is_superhost","host_neighbourhood","host_identity_verified"
"3977","Maui","United States","Condominium","Entire home/apt","Real Bed","4","180","super_strict_60",0,2,2,6,515,0,2,339,6,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"3978","Rio De Janeiro","Brazil","Condominium","Entire home/apt","Real Bed","5","1125","flexible",0,1,2,5,250,0,1,90,2,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Lapa",FALSE
"3979","Montreal","Canada","House","Private room","Real Bed","1","1125","flexible",5,1,1,2,25,200,1,20,1,0,NA,10,9,10,9,10,9,88,FALSE,"Le Sud-Ouest",FALSE
"3980","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",1,1,1,2,163,0,1,0,1,50,NA,8,8,10,10,8,10,80,FALSE,"",FALSE
"3981","Barcelona","Spain","Apartment","Private room","Real Bed","3","1125","flexible",0,1,1,2,35,0,1.5,0,2,100,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"3982","The Big Island","United States","Apartment","Entire home/apt","Real Bed","3","30","strict_14_with_grace_period",1,1,1,2,90,0,1,50,1,10,NA,10,10,10,10,10,10,100,TRUE,"Kailua/Kona",FALSE
"3983","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",6,0,1,3,385,785,1,118,1,0,NA,10,9,10,10,10,10,90,FALSE,"Jordan",FALSE
"3984","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","1","30","flexible",2,2,3,4,216,0,2,50,2,30,NA,10,10,10,10,10,10,100,FALSE,"Flamengo",FALSE
"3985","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","30","30","moderate",20,1,1,2,1060,1764,NA,NA,1,0,NA,10,10,9,10,10,10,98,FALSE,"Sheung Wan",FALSE
"3986","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","6","24","flexible",0,3,5,6,981,NA,3,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Ipanema",FALSE
"3987","Sydney","Australia","Apartment","Entire home/apt","Real Bed","1","1125","moderate",16,2,4,5,281,350,2,109,4,30,NA,9,10,10,10,10,9,86,FALSE,"Ultimo",FALSE
"3988","Oahu","United States","Tiny house","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",2,0,1,2,55,NA,1,20,1,0,NA,10,10,10,10,10,10,100,FALSE,"Liliha/Kapalama",FALSE
"3989","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",0,0,2,4,80,0,1,0,2,15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"3990","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","16","flexible",1,2,2,5,200,NA,1.5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Cote-des-Neiges",FALSE
"3991","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","2","1125","flexible",0,1,2,4,298,0,1,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Copacabana",FALSE
"3992","Istanbul","Turkey","Bed and breakfast","Shared room","Real Bed","2","1125","flexible",0,1,1,1,200,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"3993","Barcelona","Spain","Apartment","Private room","Real Bed","4","1125","flexible",0,1,1,2,30,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"La Nova Esquerra de l'Eixample",FALSE
"3994","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","2","1125","strict_14_with_grace_period",0,1,1,2,502,NA,1,160,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Wan Chai",FALSE
"3995","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","4","7","strict_14_with_grace_period",1,0,1,4,500,NA,1,150,1,0,NA,10,10,10,10,10,10,100,FALSE,"Copacabana",FALSE
"3996","Oahu","United States","Apartment","Private room","Real Bed","3","60","strict_14_with_grace_period",8,1,1,2,69,NA,1,29,2,0,NA,9,10,10,10,10,10,98,FALSE,"",FALSE
"3997","Oahu","United States","Condominium","Entire home/apt","Real Bed","1","16","moderate",0,1,2,4,400,200,1,150,4,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Waikiki",FALSE
"3998","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1125","moderate",1,1,1,2,60,1000,1,30,1,15,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"3999","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",1,3,5,6,160,200,2,90,1,0,1,8,10,8,10,10,8,80,FALSE,"Sant Antoni",TRUE
"4000","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","1","90","flexible",1,2,3,5,316,NA,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,"Şişli",FALSE
"4001","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","8","flexible",0,2,2,4,140,0,1,30,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Villeray",FALSE
"4002","Rio De Janeiro","Brazil","Condominium","Entire home/apt","Real Bed","1","1125","flexible",0,3,6,7,500,0,3,380,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Barra da Tijuca",FALSE
"4003","Montreal","Canada","Apartment","Entire home/apt","Real Bed","1","14","flexible",4,1,1,3,70,0,1,25,1,0,NA,10,10,10,10,10,10,100,FALSE,"Outremont",FALSE
"4004","Rio De Janeiro","Brazil","Serviced apartment","Private room","Real Bed","3","1125","strict_14_with_grace_period",1,1,1,4,250,500,1,200,1,0,NA,10,10,10,10,6,8,100,FALSE,"Copacabana",FALSE
"4005","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","1","6","flexible",1,1,1,2,575,NA,1,NA,1,0,1,10,10,10,10,10,10,100,FALSE,"",FALSE
"4006","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",6,2,2,4,99,200,1,65,1,0,NA,9,9,9,9,9,9,87,FALSE,"Old Port",FALSE
"4007","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","3","31","moderate",1,4,7,8,330,300,2,110,6,30,NA,10,10,10,10,10,8,100,FALSE,"Sant Antoni",TRUE
"4008","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","4","1125","strict_14_with_grace_period",2,3,4,8,1201,2000,1,400,4,150,NA,9,8,9,10,10,8,80,FALSE,"Mong Kok",FALSE
"4009","Maui","United States","Condominium","Entire home/apt","Real Bed","3","29","super_strict_60",0,1,2,4,171,0,2,206,4,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4010","Istanbul","Turkey","Bed and breakfast","Shared room","Real Bed","1","1125","flexible",3,1,2,2,58,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"4011","Hong Kong","Hong Kong","Apartment","Shared room","Real Bed","3","1125","strict_14_with_grace_period",0,1,12,12,251,NA,3,250,1,250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Quarry Bay",TRUE
"4012","Porto","Portugal","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",0,1,1,4,80,0,1,20,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4013","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",13,1,1,2,40,0,1,20,1,0,NA,10,10,10,10,10,10,95,TRUE,"",FALSE
"4014","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","2","2","strict_14_with_grace_period",1,1,1,2,70,150,1,30,1,0,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"Sant Gervasi - Galvany",FALSE
"4015","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","3","1125","flexible",0,2,2,4,501,2007,1.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4016","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","2","30","strict_14_with_grace_period",1,0,2,3,250,0,1,150,1,0,NA,10,10,10,10,10,10,100,FALSE,"Leme",FALSE
"4017","Montreal","Canada","Apartment","Private room","Real Bed","1","7","moderate",6,1,1,2,39,135,1,45,1,0,NA,10,8,9,10,10,9,87,FALSE,"Ville-Marie",FALSE
"4018","Barcelona","Spain","Apartment","Private room","Real Bed","20","1125","strict_14_with_grace_period",0,1,1,1,16,NA,1,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4019","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","2","45","flexible",0,1,1,3,227,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Cihangir",FALSE
"4020","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","1","1125","moderate",1,2,0,6,140,NA,2,NA,4,20,NA,10,10,10,10,8,10,100,FALSE,"La Sagrada Família",FALSE
"4021","Sydney","Australia","Apartment","Entire home/apt","Real Bed","5","14","strict_14_with_grace_period",1,0,1,2,161,150,1,35,1,0,NA,10,10,10,10,10,10,100,FALSE,"Bondi Beach",TRUE
"4022","Montreal","Canada","Condominium","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",6,2,4,6,200,400,1,65,4,25,NA,8,8,9,9,9,8,83,TRUE,"Downtown Montreal",FALSE
"4023","The Big Island","United States","House","Entire home/apt","Real Bed","4","60","strict_14_with_grace_period",7,2,2,4,200,0,2,175,2,30,NA,10,9,10,10,10,10,100,FALSE,"Hilo",FALSE
"4024","Maui","United States","Condominium","Entire home/apt","Real Bed","3","29","super_strict_60",0,2,3,6,553,0,2.5,363,6,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4025","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",4,1,1,1,353,0,1,0,1,50,NA,10,10,10,10,10,10,95,FALSE,"Tsim Sha Tsui",FALSE
"4026","Porto","Portugal","Apartment","Entire home/apt","Real Bed","3","1125","moderate",2,2,3,4,100,150,2,40,1,0,NA,10,10,10,10,10,9,100,TRUE,"",TRUE
"4027","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","moderate",1,1,2,4,60,0,1,15,2,20,1,10,10,10,10,10,10,100,FALSE,"",FALSE
"4028","Sydney","Australia","Apartment","Entire home/apt","Real Bed","1","1125","moderate",9,0,1,2,90,500,1,90,1,0,NA,9,8,9,9,10,8,76,FALSE,"Elizabeth Bay/Rushcutters Bay",FALSE
"4029","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","1","1125","flexible",1,3,5,8,791,NA,3,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4030","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","2","180","moderate",1,1,4,4,1192,1787,1.5,0,2,208,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Taksim",FALSE
"4031","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","2","1125","flexible",0,3,3,6,351,0,3,300,1,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Copacabana",FALSE
"4032","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",3,1,1,2,1123,0,1,50,1,0,NA,9,10,10,10,10,10,87,FALSE,"Mong Kok",FALSE
"4033","Porto","Portugal","House","Entire home/apt","Real Bed","2","1125","flexible",0,2,3,6,100,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4034","New York","United States","Apartment","Entire home/apt","Real Bed","1","7","moderate",0,1,0,3,210,250,1,125,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Upper West Side",FALSE
"4035","Maui","United States","Condominium","Entire home/apt","Real Bed","3","29","super_strict_60",0,1,2,4,139,0,1,154,4,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4036","Oahu","United States","Guesthouse","Private room","Real Bed","1","1125","strict_14_with_grace_period",1,1,1,2,89,200,1,50,1,0,NA,10,10,10,10,10,10,100,FALSE,"Kalihi Valley",FALSE
"4037","Maui","United States","Condominium","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",0,1,3,5,175,0,2,150,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Kihei/Wailea",FALSE
"4038","Montreal","Canada","Apartment","Private room","Real Bed","1","1125","flexible",4,1,1,1,23,0,1,14,1,0,NA,10,10,10,10,10,10,100,FALSE,"Verdun",FALSE
"4039","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","3","15","flexible",1,1,2,3,301,NA,1,0,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"4040","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",38,2,3,3,25,95,1,15,1,25,NA,9,10,10,9,9,9,94,FALSE,"La Verneda i La Pau",TRUE
"4041","Maui","United States","Condominium","Entire home/apt","Real Bed","3","29","super_strict_60",0,2,4,6,326,0,2,206,6,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4042","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","2","40","moderate",4,1,1,2,400,NA,1,NA,1,0,NA,10,10,10,10,10,10,90,FALSE,"Tai Kok Sui",FALSE
"4043","Montreal","Canada","Apartment","Private room","Real Bed","2","1125","flexible",2,1,1,2,40,300,1,0,1,0,NA,10,8,10,10,10,10,100,FALSE,"Mile End",FALSE
"4044","Istanbul","Turkey","House","Entire home/apt","Real Bed","2","1125","flexible",4,1,1,2,179,NA,1,NA,1,0,NA,9,9,9,9,10,9,87,FALSE,"",FALSE
"4045","Maui","United States","Condominium","Entire home/apt","Real Bed","3","29","super_strict_60",0,1,2,4,189,0,1,149,4,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4046","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","1","7","flexible",3,0,1,2,298,NA,1,NA,1,0,NA,10,10,10,10,10,10,93,FALSE,"Sheung Wan",FALSE
"4047","Porto","Portugal","Apartment","Entire home/apt","Real Bed","1","1125","moderate",0,1,1,6,200,0,1,35,2,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"",FALSE
"4048","Sydney","Australia","Apartment","Entire home/apt","Real Bed","3","10","strict_14_with_grace_period",2,1,1,2,139,0,1,60,2,50,NA,10,10,10,10,10,10,100,FALSE,"Waverly",FALSE
"4049","The Big Island","United States","Other","Entire home/apt","Real Bed","1","1125","super_strict_60",0,2,3,5,150,NA,2,302,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4050","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","3","60","moderate",1,2,2,4,261,0,2,140,3,50,NA,10,10,10,10,10,10,100,FALSE,"Laranjeiras",FALSE
"4051","Hong Kong","Hong Kong","Apartment","Shared room","Real Bed","3","1125","strict_14_with_grace_period",2,1,12,12,251,1000,3,250,1,250,NA,10,10,10,10,10,10,100,FALSE,"Quarry Bay",TRUE
"4052","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","1","1125","moderate",56,1,2,2,121,NA,1,179,1,0,NA,9,10,10,10,9,9,93,FALSE,"Sultanahmet",TRUE
"4053","Istanbul","Turkey","House","Private room","Real Bed","1","3","flexible",0,1,1,2,58,0,1,30,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4054","Sydney","Australia","Townhouse","Private room","Real Bed","3","28","strict_14_with_grace_period",104,1,1,2,151,0,1,40,1,35,NA,10,10,10,10,10,10,97,FALSE,"Paddington",TRUE
"4055","Istanbul","Turkey","Boutique hotel","Private room","Real Bed","1","1125","flexible",2,2,2,6,221,0,2,0,2,50,NA,10,9,10,10,8,10,90,FALSE,"",FALSE
"4056","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","1","10","moderate",0,1,3,5,201,400,1,100,4,50,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Copacabana",FALSE
"4057","Oahu","United States","Condominium","Private room","Real Bed","5","1125","flexible",2,1,1,3,85,200,1,75,1,20,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"4058","Istanbul","Turkey","Boutique hotel","Private room","Real Bed","3","1125","flexible",0,1,1,2,475,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4059","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","170","strict_14_with_grace_period",0,3,3,6,60,300,2,40,4,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4060","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","5","150","strict_14_with_grace_period",1,1,1,2,447,0,1,0,1,100,NA,10,10,10,10,8,10,100,FALSE,"Sai Ying Pun",TRUE
"4061","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","28","1125","strict_14_with_grace_period",0,1,1,2,447,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Causeway Bay",FALSE
"4062","Hong Kong","Hong Kong","House","Entire home/apt","Real Bed","1","1125","flexible",1,1,1,1,196,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"4063","Porto","Portugal","House","Private room","Real Bed","1","31","moderate",2,1,2,3,80,NA,1,0,1,0,2,10,10,10,10,10,9,90,FALSE,"",FALSE
"4064","Istanbul","Turkey","Apartment","Private room","Real Bed","4","1125","flexible",0,1,1,1,74,791,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Beşiktaş",FALSE
"4065","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","5","flexible",0,1,1,4,60,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Ahuntsic-Cartierville",FALSE
"4066","Porto","Portugal","Apartment","Entire home/apt","Real Bed","3","1125","moderate",3,1,1,4,28,87,1,12,1,0,3,10,9,8,10,9,9,87,FALSE,"",FALSE
"4067","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",3,1,1,2,30,100,1,35,3,25,NA,9,9,10,10,10,9,87,FALSE,"La Nova Esquerra de l'Eixample",FALSE
"4068","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","4","365","moderate",24,1,1,2,224,373,1,224,1,0,NA,10,9,10,10,10,10,97,FALSE,"Copacabana",FALSE
"4069","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",1,1,1,1,53,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"4070","Istanbul","Turkey","Serviced apartment","Private room","Real Bed","1","1125","moderate",0,1,2,2,148,5000,1,40,1,50,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4071","Hong Kong","Hong Kong","Serviced apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",0,1,1,2,1798,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Tsim Sha Tsui",FALSE
"4072","Sydney","Australia","Apartment","Entire home/apt","Real Bed","1","1125","flexible",3,1,3,4,151,200,1,80,1,0,NA,9,10,10,10,9,9,87,FALSE,"Ultimo",FALSE
"4073","Rio De Janeiro","Brazil","Serviced apartment","Entire home/apt","Real Bed","2","12","moderate",1,1,2,3,459,400,1,150,1,0,NA,2,2,10,2,10,2,40,FALSE,"Barra da Tijuca",FALSE
"4074","Oahu","United States","Condominium","Entire home/apt","Real Bed","6","90","strict_14_with_grace_period",1,2,3,6,397,0,2,507,6,0,1,10,10,10,10,10,10,100,TRUE,"",FALSE
"4075","Montreal","Canada","Condominium","Private room","Real Bed","1","1125","flexible",1,2,2,5,64,0,1,0,1,20,NA,10,10,10,8,8,10,80,FALSE,"Rivière-des-Prairies-Pointe-aux-Trembles",FALSE
"4076","Istanbul","Turkey","Boutique hotel","Private room","Real Bed","1","1125","flexible",0,1,4,6,359,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sultanahmet",FALSE
"4077","Montreal","Canada","Apartment","Entire home/apt","Real Bed","3","1125","flexible",0,0,1,2,60,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Gay Village",FALSE
"4078","Istanbul","Turkey","House","Entire home/apt","Real Bed","1","1125","flexible",0,1,2,4,111,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4079","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","2","7","flexible",0,3,4,7,1201,NA,1.5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4080","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",2,1,3,4,981,0,1,0,4,50,NA,10,10,10,10,10,10,90,FALSE,"Tsim Sha Tsui",FALSE
"4081","Sydney","Australia","Apartment","Entire home/apt","Real Bed","1","7","flexible",0,1,1,2,151,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dulwich Hill",FALSE
"4082","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","1","1125","flexible",2,2,2,3,79,NA,1,NA,1,0,2,9,4,8,9,9,6,70,FALSE,"",FALSE
"4083","Rio De Janeiro","Brazil","Apartment","Private room","Real Bed","2","30","moderate",3,1,1,3,127,NA,1,NA,2,70,NA,10,10,10,10,10,10,100,FALSE,"Tijuca",TRUE
"4084","Hong Kong","China","House","Entire home/apt","Real Bed","1","1125","flexible",0,1,1,2,393,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4085","Montreal","Canada","Apartment","Entire home/apt","Real Bed","1","1125","flexible",7,0,1,2,38,NA,1,NA,1,0,NA,9,9,10,10,9,10,87,FALSE,"Cote-des-Neiges-Notre-Dame-de-Grace",FALSE
"4086","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","31","365","flexible",0,2,4,6,46,1400,1,60,5,5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"El Gòtic",FALSE
"4087","Porto","Portugal","Apartment","Entire home/apt","Real Bed","3","90","strict_14_with_grace_period",3,1,2,4,45,150,1,30,2,15,3,10,10,9,9,9,9,87,TRUE,"",FALSE
"4088","Montreal","Canada","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",0,8,10,16,199,1000,2,160,12,40,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Le Plateau",FALSE
"4089","New York","United States","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",6,0,1,2,160,NA,1,NA,1,0,NA,9,6,9,9,10,8,80,FALSE,"Lower East Side",TRUE
"4090","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",0,1,2,4,76,400,1,95,2,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4091","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","32","1125","flexible",0,2,2,5,72,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Diagonal Mar - La Mar Bella",FALSE
"4092","Istanbul","Turkey","Apartment","Private room","Real Bed","10","365","flexible",0,1,1,1,63,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"",FALSE
"4093","Barcelona","Spain","Boutique hotel","Private room","Real Bed","1","1125","flexible",0,1,2,2,150,NA,1,NA,2,150,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4094","New York","United States","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,1,125,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Harlem",FALSE
"4095","Hong Kong","Hong Kong","Serviced apartment","Entire home/apt","Real Bed","1","8","strict_14_with_grace_period",0,0,2,3,1201,1000,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"4096","Hong Kong","Hong Kong","Guesthouse","Private room","Real Bed","1","30","strict_14_with_grace_period",7,1,2,3,416,NA,1,NA,1,0,NA,10,9,10,10,10,9,91,FALSE,"Tsim Sha Tsui",FALSE
"4097","Montreal","Canada","Loft","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",31,1,1,4,350,140,1,60,4,25,NA,10,10,10,10,10,10,97,FALSE,"Downtown Montreal",FALSE
"4098","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","moderate",5,1,1,3,55,0,1,15,2,5,NA,10,10,10,10,10,10,96,TRUE,"",FALSE
"4099","Barcelona","Spain","Apartment","Private room","Real Bed","1","5","flexible",4,0,1,1,30,NA,1,10,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"4100","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","1","15","strict_14_with_grace_period",2,1,1,2,675,1500,1,280,2,250,NA,10,8,10,10,8,8,100,FALSE,"",TRUE
"4101","Istanbul","Turkey","Boutique hotel","Private room","Real Bed","2","1125","strict_14_with_grace_period",0,1,1,2,237,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Fatih",FALSE
"4102","Montreal","Canada","Condominium","Entire home/apt","Real Bed","14","31","moderate",1,2,2,4,55,250,1,30,1,0,NA,10,6,8,10,10,10,80,FALSE,"Verdun",FALSE
"4103","Istanbul","Turkey","Serviced apartment","Entire home/apt","Real Bed","3","1125","flexible",0,1,1,3,174,0,1,173,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Taksim",FALSE
"4104","Istanbul","Turkey","Apartment","Shared room","Real Bed","1","1125","flexible",1,1,2,2,74,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"4105","Istanbul","Turkey","Apartment","Private room","Real Bed","1","15","flexible",0,2,2,1,132,NA,1,50,2,170,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Üsküdar",FALSE
"4106","Montreal","Canada","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",3,1,1,3,50,0,1,15,2,10,NA,10,10,10,10,10,10,100,FALSE,"Mont-Royal",TRUE
"4107","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","1","35","flexible",3,2,4,5,201,NA,2,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"Maracanã",FALSE
"4108","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",0,1,2,4,81,400,1,95,2,7,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"4109","Hong Kong","Hong Kong","Bed and breakfast","Private room","Real Bed","1","22","flexible",0,1,1,2,298,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sheung Wan",FALSE
